apo_pdb,holo_pdb,rmsd
4MH1_A.pdb,4MH1_B.pdb,0.3559115529060364
3WFI_B.pdb,3WFJ_G.pdb,4.606968402862549
5OEA_F.pdb,5OEA_E.pdb,1.6375905275344849
3S0Z_A.pdb,5YPI_B.pdb,0.8664994239807129
3S0Z_A.pdb,5YPM_G.pdb,0.9051676988601685
3S0Z_A.pdb,5YPK_E.pdb,0.9039141535758972
3S0Z_A.pdb,5YPN_B.pdb,0.8471614122390747
5GS5_B.pdb,5GRM_B.pdb,0.6441825032234192
3NUI_B.pdb,4E3Q_C.pdb,0.5864312648773193
4BZW_A.pdb,3BXP_B.pdb,0.40891915559768677
5UDW_E.pdb,5UDR_C.pdb,2.084317684173584
5UNM_A.pdb,5UDS_B.pdb,1.1182751655578613
4YDR_B.pdb,5X9D_A.pdb,0.602138876914978
4PSD_A.pdb,4PSE_B.pdb,0.3620773255825043
5VK3_B.pdb,5KKL_B.pdb,0.8904576301574707
5VK3_B.pdb,5KJI_B.pdb,1.1679021120071411
5VK3_B.pdb,5WF7_B.pdb,0.4658450186252594
4D0K_C.pdb,4CYJ_A.pdb,0.558906614780426
5X8U_A.pdb,5X8S_A.pdb,0.5074405670166016
5X8W_A.pdb,5X8X_C.pdb,1.164724588394165
3WYB_B.pdb,5GZ6_A.pdb,1.4133933782577515
4LAN_B.pdb,4HK6_B.pdb,0.2305847555398941
4LAN_B.pdb,4LAM_A.pdb,0.4493239223957062
4HK5_B.pdb,4HK7_A.pdb,0.20700395107269287
5EOU_A.pdb,5EOX_A.pdb,0.6036995649337769
3MOK_A.pdb,5XA4_A.pdb,0.5552791953086853
3MOK_A.pdb,5IQX_A.pdb,0.37465497851371765
3MOK_A.pdb,3WAH_B.pdb,0.3712770938873291
3MOK_A.pdb,5XIC_D.pdb,0.44652363657951355
6DTR_A.pdb,6DTQ_D.pdb,3.9100611209869385
5EYV_A.pdb,5EYT_A.pdb,0.42887556552886963
6CZL_A.pdb,6CZM_A.pdb,3.0824480056762695
4M2F_A.pdb,4M2C_C.pdb,0.8638548851013184
4M23_A.pdb,4M2G_C.pdb,0.786274254322052
4M2F_A.pdb,4M2F_C.pdb,0.9038612246513367
4JIT_A.pdb,4JLS_J.pdb,0.3960700035095215
5F78_D.pdb,5F76_B.pdb,0.24188503623008728
5F78_D.pdb,5F7J_D.pdb,0.17871780693531036
5F78_D.pdb,5F7X_A.pdb,0.23834511637687683
4JGZ_A.pdb,5C9A_A.pdb,1.550691843032837
4JGZ_A.pdb,5ABJ_A.pdb,1.5493574142456055
4J4S_B.pdb,4J4V_E.pdb,0.6077689528465271
5B08_B.pdb,5B09_A.pdb,0.8310753107070923
5ONC_B.pdb,4UBT_D.pdb,0.4828667938709259
5ONC_B.pdb,4UBV_A.pdb,0.4803548753261566
5ONC_B.pdb,4UBT_A.pdb,0.4573729932308197
4QRA_B.pdb,4QTF_A.pdb,0.2774687111377716
4QRA_B.pdb,5DZP_A.pdb,0.4956492483615875
4QRA_B.pdb,5E1I_A.pdb,0.44805091619491577
4QRA_B.pdb,5K69_A.pdb,0.44104036688804626
4QRA_B.pdb,5DVP_B.pdb,0.5347518920898438
5MUZ_B.pdb,5MUY_B.pdb,0.7767864465713501
3WJK_B.pdb,3WJN_A.pdb,0.9837635159492493
3WJK_B.pdb,3WJO_A.pdb,0.9361173510551453
4V38_A.pdb,4V3B_A.pdb,1.6820820569992065
3U84_B.pdb,3U88_B.pdb,0.7061648368835449
3U84_B.pdb,6B41_A.pdb,1.095869779586792
1RK4_B.pdb,1K0N_A.pdb,0.38991108536720276
3ITM_B.pdb,4HTX_C.pdb,0.4650781452655792
3ITM_B.pdb,4JIB_C.pdb,0.4296112656593323
3ITM_B.pdb,4D09_D.pdb,0.5631275177001953
3ITM_B.pdb,5TZA_C.pdb,0.43935754895210266
3ITM_B.pdb,5TZZ_C.pdb,0.46369561553001404
5E7I_A.pdb,2I4I_A.pdb,18.234603881835938
5E7I_B.pdb,4PX9_A.pdb,0.26197734475135803
2D39_C.pdb,2JHI_F.pdb,0.5987821221351624
2JHH_F.pdb,2JHL_F.pdb,0.5291575789451599
4HE0_A.pdb,3IFC_C.pdb,0.3393018841743469
4HE0_A.pdb,3IFA_A.pdb,0.3245902955532074
4HQ6_A.pdb,5KKN_C.pdb,0.49900588393211365
2AQ6_B.pdb,2AQ6_A.pdb,0.7869856357574463
2AQ6_B.pdb,1Y30_A.pdb,0.7438843250274658
4O7O_A.pdb,4O7P_B.pdb,0.7434610724449158
1FFH_A.pdb,1RJ9_B.pdb,1.757634162902832
1FFH_A.pdb,2CNW_C.pdb,2.4420902729034424
1FFH_A.pdb,2J7P_A.pdb,2.0140938758850098
1FGZ_A.pdb,2R0D_B.pdb,0.4606778025627136
1FGZ_A.pdb,2R09_A.pdb,0.6611937284469604
1YVY_B.pdb,1YTM_B.pdb,1.127958059310913
2A6T_A.pdb,5KQ4_E.pdb,5.816300868988037
2A6T_A.pdb,2QKM_F.pdb,6.141481876373291
1IA8_A.pdb,2AYP_A.pdb,0.34996646642684937
1IA8_A.pdb,5OQ5_A.pdb,0.299979567527771
1IA8_A.pdb,5OP4_A.pdb,0.23967872560024261
1IA8_A.pdb,5OPU_A.pdb,0.24212007224559784
1IA8_A.pdb,5OPS_A.pdb,0.27088114619255066
3TAC_A.pdb,3C0G_B.pdb,0.5835422873497009
1W9C_B.pdb,5DIS_A.pdb,1.3742817640304565
4MYG_B.pdb,4EYJ_A.pdb,1.8302960395812988
4MYG_B.pdb,4EYM_A.pdb,2.0356576442718506
4MYG_B.pdb,5EKO_A.pdb,2.029557228088379
4MYG_B.pdb,5EKN_A.pdb,1.8289024829864502
6EOU_A.pdb,5VIE_C.pdb,3.595080852508545
1W3B_B.pdb,4GYY_A.pdb,1.770241141319275
1W3B_B.pdb,3TAX_A.pdb,1.7783535718917847
1W3B_B.pdb,6MA2_A.pdb,3.366813898086548
1W3B_B.pdb,6MA5_A.pdb,3.363953113555908
3NR8_B.pdb,5OKM_B.pdb,0.3086017966270447
3PM8_B.pdb,4MVF_A.pdb,0.7971808910369873
1OGL_A.pdb,1OGK_D.pdb,2.3238070011138916
5U95_B.pdb,5BSM_A.pdb,0.8235743045806885
5U95_B.pdb,5BSR_A.pdb,0.40384936332702637
5U95_B.pdb,5BSW_B.pdb,0.7268065214157104
5U95_B.pdb,5BSU_A.pdb,0.5349165797233582
5U95_B.pdb,5BST_A.pdb,0.5532948970794678
5XOB_Z.pdb,3AU7_A.pdb,0.6087335348129272
1OI0_B.pdb,1OI0_A.pdb,0.3906906247138977
1R8A_A.pdb,1UEV_A.pdb,0.4247344136238098
1R8A_A.pdb,1UEU_A.pdb,0.3330644965171814
3NCP_A.pdb,3NCR_A.pdb,0.3330060839653015
3NCP_A.pdb,3NCQ_B.pdb,0.29964709281921387
1SW5_A.pdb,1SW4_B.pdb,3.993213653564453
1SW5_A.pdb,1SW1_B.pdb,4.027109146118164
2IOH_D.pdb,1RQL_B.pdb,0.8419452905654907
2IOH_D.pdb,1SWW_B.pdb,0.9219399094581604
1SWV_B.pdb,1RDF_A.pdb,1.0807209014892578
5DEC_D.pdb,5F2V_W.pdb,0.6518990397453308
2AXP_B.pdb,3KB2_B.pdb,0.5573835372924805
3PPN_B.pdb,3PPR_A.pdb,2.2383859157562256
3PPN_B.pdb,3PPQ_A.pdb,2.1668293476104736
3PPN_B.pdb,3PPO_A.pdb,2.3960659503936768
5UXA_A.pdb,5IGZ_A.pdb,1.040170431137085
5UXA_A.pdb,5IGY_A.pdb,0.7884361147880554
5UXA_A.pdb,5IGW_A.pdb,0.7810620665550232
5UXA_A.pdb,5IH1_A.pdb,0.7764768004417419
5IZO_C.pdb,5IUF_A.pdb,1.0021697282791138
5IUF_C.pdb,5IPP_A.pdb,2.017624855041504
3GIF_B.pdb,3EHH_A.pdb,3.4217073917388916
3GIF_B.pdb,3EHJ_B.pdb,3.4160118103027344
2WV0_C.pdb,4U0W_B.pdb,8.626457214355469
2WV0_C.pdb,4U0V_A.pdb,8.66516399383545
1FL1_A.pdb,4P3H_A.pdb,0.8706425428390503
3KMJ_A.pdb,3KMT_C.pdb,0.35629743337631226
3BGV_D.pdb,5E8J_B.pdb,0.3497889041900635
1X6V_A.pdb,1X6V_B.pdb,9.457533836364746
5NG3_A.pdb,5NG0_B.pdb,0.821744978427887
5NG3_A.pdb,5J79_A.pdb,1.0218547582626343
5NG3_B.pdb,4C8B_B.pdb,1.2044082880020142
5NG3_C.pdb,5W5O_P.pdb,0.6966503262519836
5NG3_B.pdb,6ES0_A.pdb,1.1491516828536987
3TON_A.pdb,3L4V_A.pdb,0.8623626232147217
3TON_A.pdb,3L4U_A.pdb,0.872685432434082
3TON_B.pdb,3L4T_A.pdb,0.8704278469085693
3TON_A.pdb,2QMJ_A.pdb,0.9002208709716797
3TON_A.pdb,3CTT_A.pdb,0.8734986782073975
2J8Q_A.pdb,3BHO_A.pdb,0.3587828278541565
3K3K_A.pdb,4WVO_A.pdb,0.44324031472206116
3K3K_A.pdb,5OR2_A.pdb,0.46454861760139465
3K3K_A.pdb,5OR6_A.pdb,0.4505968689918518
3K3K_A.pdb,3ZVU_A.pdb,0.38259419798851013
5TOV_A.pdb,5TOW_B.pdb,4.8196258544921875
4DDU_A.pdb,3P4X_A.pdb,20.38245964050293
3G2M_B.pdb,3G2O_B.pdb,0.25768914818763733
3G2M_B.pdb,3G2Q_B.pdb,0.26660993695259094
4RVS_A.pdb,4RVU_B.pdb,2.693418025970459
3TX4_A.pdb,5DCC_A.pdb,0.29015225172042847
3TX4_A.pdb,5DUJ_B.pdb,0.2974357604980469
3TX4_A.pdb,4GSU_B.pdb,0.44683417677879333
3TX4_A.pdb,4GSR_A.pdb,0.27422502636909485
4BNZ_B.pdb,4BNT_C.pdb,0.2277863472700119
4BO4_B.pdb,4BO8_C.pdb,0.19906195998191833
4AFN_B.pdb,4BO4_C.pdb,0.5760489702224731
4AFN_B.pdb,4BNY_D.pdb,0.519509494304657
4AFN_B.pdb,4BO2_A.pdb,0.4457191824913025
5H7J_A.pdb,5H7J_B.pdb,2.363567352294922
5UHP_H.pdb,5M7U_A.pdb,0.615905225276947
5UHP_H.pdb,5M7T_B.pdb,0.575363278388977
5UHP_E.pdb,5UN9_A.pdb,0.6405280828475952
2W1I_B.pdb,3UGC_A.pdb,0.7090843915939331
3TF5_A.pdb,2Q3E_L.pdb,2.6195666790008545
3TF5_A.pdb,3PTZ_E.pdb,2.7771096229553223
3TF5_A.pdb,5VR8_C.pdb,2.790398359298706
3TF5_A.pdb,6C4J_G.pdb,2.4422712326049805
2VCW_C.pdb,2VCQ_D.pdb,0.34105563163757324
3UW9_A.pdb,3U5L_A.pdb,0.4299320876598358
3UW9_A.pdb,3U5K_D.pdb,0.413565456867218
3UW9_A.pdb,3U5J_A.pdb,0.42235279083251953
3UW9_A.pdb,4E96_A.pdb,0.39792418479919434
3UW9_A.pdb,4GPJ_A.pdb,0.345578670501709
3N7S_C.pdb,6D1U_C.pdb,0.3722241222858429
2XVT_C.pdb,4RWF_A.pdb,0.32084333896636963
5K3H_A.pdb,5K3I_F.pdb,0.4679863154888153
4R83_D.pdb,4R84_C.pdb,0.7835897207260132
2RH5_A.pdb,2RGX_A.pdb,1.9477529525756836
2RH5_A.pdb,3SR0_A.pdb,1.7498518228530884
2DI4_A.pdb,4WW0_A.pdb,0.35138097405433655
2ZAU_B.pdb,2YYE_A.pdb,0.4266551733016968
4L4U_A.pdb,3M0E_C.pdb,2.25016450881958
4L4U_A.pdb,1NY5_B.pdb,2.1223018169403076
1WY5_B.pdb,2E21_A.pdb,1.4609609842300415
1WY5_B.pdb,2E89_D.pdb,1.6032264232635498
3K1P_B.pdb,2F7A_A.pdb,0.9518080353736877
5X3X_B.pdb,5X40_A.pdb,1.3771270513534546
3N4U_A.pdb,4DT8_A.pdb,0.8156715035438538
3N4U_A.pdb,6CD7_B.pdb,1.0757969617843628
3N4U_A.pdb,4DT9_B.pdb,0.943361759185791
3N4U_A.pdb,3SG9_B.pdb,0.8174962997436523
3N4U_A.pdb,3SG8_B.pdb,0.7818174362182617
5O2K_D.pdb,5O37_A.pdb,6.400541305541992
4EBF_E.pdb,4E5M_B.pdb,2.266630172729492
4EBF_E.pdb,4E5N_G.pdb,2.811765432357788
4DC9_E.pdb,1T4G_A.pdb,0.43553251028060913
4DC9_E.pdb,2FPK_A.pdb,0.4357791244983673
5L8V_A.pdb,4D6P_B.pdb,0.554299533367157
5L8V_A.pdb,4B3C_A.pdb,0.6434192061424255
3SP4_B.pdb,4XBA_A.pdb,0.2500911355018616
5D6Y_C.pdb,5VAR_A.pdb,3.389971971511841
1ZR5_B.pdb,3IIF_B.pdb,1.302154541015625
4Z7G_A.pdb,3P23_B.pdb,1.3116389513015747
4Z7G_B.pdb,4YZ9_A.pdb,0.6004319787025452
6DUP_B.pdb,1NRL_A.pdb,0.37783512473106384
6DUP_B.pdb,3R8D_A.pdb,0.4200313985347748
6DUP_B.pdb,5A86_A.pdb,0.39757540822029114
6DUP_B.pdb,4X1G_A.pdb,0.31707707047462463
3FEH_A.pdb,3MDB_C.pdb,0.9018198847770691
6BKY_B.pdb,5SUN_B.pdb,1.8730050325393677
6BKY_B.pdb,5SVF_D.pdb,2.3681886196136475
6BKY_B.pdb,5LGE_B.pdb,1.478185772895813
6BKY_B.pdb,5L57_A.pdb,1.4153393507003784
6BKY_B.pdb,5DE1_B.pdb,1.9836459159851074
2H40_A.pdb,1T9S_A.pdb,0.35600900650024414
2H40_A.pdb,2CHM_A.pdb,0.29704123735427856
2H40_A.pdb,3TGG_A.pdb,0.49135342240333557
2H40_A.pdb,3SIE_B.pdb,0.3092809319496155
2H40_A.pdb,5JO3_B.pdb,0.3233276903629303
2X03_A.pdb,2WDA_A.pdb,0.5789262056350708
2X03_A.pdb,2WCO_A.pdb,0.6160548329353333
3FFQ_A.pdb,5JON_A.pdb,2.4155735969543457
1VSK_A.pdb,1A5X_A.pdb,0.2427230030298233
1GEH_E.pdb,3KDO_I.pdb,0.5161146521568298
1Z5H_B.pdb,3Q7J_A.pdb,0.6883540153503418
5K5Z_B.pdb,5K5Z_A.pdb,0.6228790283203125
5WJ6_D.pdb,4O7D_A.pdb,0.2941226661205292
5WJ6_D.pdb,3VP1_A.pdb,0.3266727328300476
3RCW_B.pdb,5FG6_A.pdb,0.49204766750335693
3RCW_A.pdb,5AME_B.pdb,0.3695257008075714
6C56_A.pdb,2Q80_D.pdb,1.4013445377349854
6C56_A.pdb,6G31_E.pdb,1.8537828922271729
4U43_B.pdb,4U43_A.pdb,0.3796880841255188
4U43_B.pdb,4OBO_A.pdb,0.5555389523506165
4U43_B.pdb,4OBP_A.pdb,0.6148755550384521
5J95_B.pdb,4OBQ_A.pdb,0.5548791289329529
4U3Y_A.pdb,4U42_A.pdb,0.8684740662574768
2BVA_A.pdb,2CDZ_A.pdb,0.8812799453735352
2BVA_A.pdb,4O0V_A.pdb,0.8260504007339478
2BVA_A.pdb,4O0Y_A.pdb,0.8638025522232056
2BVA_A.pdb,4O0X_A.pdb,0.8325868844985962
2BVA_A.pdb,5BMS_A.pdb,1.0759879350662231
3I6U_A.pdb,2W7X_A.pdb,0.8428105115890503
3I6U_A.pdb,2CN5_A.pdb,0.8502676486968994
3I6U_A.pdb,4A9T_A.pdb,0.8387361168861389
3I6U_A.pdb,4A9U_A.pdb,0.8102300763130188
3I6U_A.pdb,4BDE_A.pdb,0.7585424184799194
5OEY_A.pdb,5OFU_A.pdb,0.5856070518493652
3FSV_A.pdb,1I53_A.pdb,0.5942918658256531
3FSV_A.pdb,1JZJ_B.pdb,0.6300883889198303
3FSV_A.pdb,2IWE_A.pdb,0.5667838454246521
3FSV_A.pdb,2IDF_A.pdb,0.5980739593505859
3FSV_A.pdb,4HHG_A.pdb,0.6633813381195068
5K12_B.pdb,3ETE_D.pdb,1.0892223119735718
5K12_B.pdb,3ETG_A.pdb,1.0807379484176636
5K12_B.pdb,3ETD_D.pdb,1.0737186670303345
2LU5_A.pdb,4A7G_F.pdb,2.7414584159851074
2LU5_A.pdb,4A7Q_F.pdb,2.6939001083374023
2LU5_A.pdb,4A7S_F.pdb,2.8168654441833496
2LU5_A.pdb,5O3Y_A.pdb,4.184723854064941
2LU5_A.pdb,5O40_A.pdb,4.542221546173096
1RLR_A.pdb,5CNS_C.pdb,0.8554230332374573
5MHO_A.pdb,1EVU_B.pdb,18.377059936523438
3E3L_C.pdb,2QN2_A.pdb,0.8348826169967651
3E3L_C.pdb,2QN1_A.pdb,0.8510448932647705
3E3L_A.pdb,1Z6Q_A.pdb,0.8370907306671143
3E3L_A.pdb,1Z6P_A.pdb,0.8133830428123474
3E3L_C.pdb,3CUT_A.pdb,0.8484787940979004
4GKA_A.pdb,3GB9_B.pdb,0.3294350802898407
1ULA_A.pdb,3GGS_B.pdb,0.4844491481781006
1Z7G_C.pdb,3GEP_B.pdb,1.0675036907196045
1Z7G_C.pdb,3GGJ_B.pdb,0.9818664789199829
1Z7G_D.pdb,4RAB_A.pdb,1.0929001569747925
1Z7G_A.pdb,4RAC_C.pdb,1.429743766784668
1Z7G_C.pdb,4RAD_F.pdb,1.1857678890228271
3FHI_B.pdb,1RL3_B.pdb,3.152555227279663
3FHI_B.pdb,3PNA_A.pdb,1.9832966327667236
3FHI_B.pdb,3PLQ_A.pdb,0.44068318605422974
3AG9_A.pdb,2F7X_E.pdb,1.606812596321106
3AG9_A.pdb,2OH0_E.pdb,1.6107419729232788
3AG9_A.pdb,2F7E_E.pdb,1.4924300909042358
3AG9_A.pdb,4YXR_A.pdb,1.3365137577056885
3AG9_A.pdb,3ZO2_A.pdb,1.1549150943756104
2G2F_A.pdb,2E2B_A.pdb,0.513478696346283
2G1T_D.pdb,4XEY_B.pdb,0.867443323135376
2G2F_A.pdb,3PYY_A.pdb,0.5628931522369385
2G1T_A.pdb,4YC8_B.pdb,0.7046213746070862
2G1T_A.pdb,2HZ4_A.pdb,0.9038189053535461
2PTK_A.pdb,4LGH_A.pdb,0.7523908615112305
2PTK_A.pdb,4FIC_A.pdb,0.7122787237167358
2PTK_A.pdb,4O2P_B.pdb,0.8131901025772095
2PTK_A.pdb,3F3U_B.pdb,0.8526644706726074
2PTK_A.pdb,3F3V_B.pdb,0.830780565738678
5XGN_B.pdb,3IKA_A.pdb,0.7829909920692444
3IKA_B.pdb,3W2O_A.pdb,0.7135733962059021
3IKA_B.pdb,4G5J_A.pdb,0.8952170014381409
3GOP_A.pdb,4I23_A.pdb,0.43459030985832214
3IKA_B.pdb,5YU9_A.pdb,0.5576112270355225
3C3B_A.pdb,2Y3I_D.pdb,3.1956946849823
3C3B_A.pdb,2WZD_A.pdb,3.106032609939575
3C3B_A.pdb,2X14_A.pdb,3.024306058883667
3C3B_A.pdb,5MXM_A.pdb,2.785019636154175
2CRK_A.pdb,1U6R_B.pdb,1.998942494392395
